YEAR AS CUSTOMER,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_date,incident_type,collision_type,incident_state,incident_city,incident_location,incident_hour_of_the_day,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
15.92,33,585324,2/25/2008,OH,500/1000,2000,1551.61,0,MALE,High School,armed-forces,movies,2/21/2015,Vehicle Theft,?,WV,Arlington,8306 1st Drive,3,2250,250,250,1750,Toyota,Corolla,2005
0.33,39,498759,9/5/1996,IL,100/300,1000,1326.98,6000000,FEMALE,High School,machine-op-inspct,reading,1/13/2015,Multi-vehicle Collision,Front Collision,VA,Northbend,2603 Andromedia Hwy,14,54120,4510,9020,40590,Jeep,Grand Cherokee,2007
24.83,49,795004,3/16/1998,OH,250/500,500,862.92,0,MALE,MD,machine-op-inspct,camping,1/17/2015,Multi-vehicle Collision,Side Collision,NY,Northbrook,6479 Francis Ave,16,69480,11580,11580,46320,Saab,95,2007
19.25,43,203250,4/22/2010,IN,100/300,2000,1331.69,0,FEMALE,Masters,adm-clerical,reading,2/18/2015,Single Vehicle Collision,Rear Collision,NY,Northbend,6428 Andromedia Lane,12,66950,10300,10300,46350,Chevrolet,Malibu,2015
28.17,47,430794,1/25/2008,OH,250/500,2000,1486.04,0,FEMALE,Associate,armed-forces,board-games,1/14/2015,Multi-vehicle Collision,Rear Collision,OH,Northbrook,9081 Cherokee Hwy,1,64100,12820,6410,44870,Dodge,RAM,2014
21.75,46,156636,9/10/2000,IN,100/300,1000,870.55,0,MALE,PhD,prof-specialty,camping,1/27/2015,Single Vehicle Collision,Rear Collision,SC,Springfield,1532 Washington St,19,80280,13380,13380,53520,Chevrolet,Tahoe,2013
26.75,44,284143,4/23/2008,IL,500/1000,2000,1344.56,6000000,MALE,Associate,machine-op-inspct,hiking,2/12/2015,Vehicle Theft,?,NY,Northbend,4625 MLK Drive,7,4680,520,0,4160,Accura,MDX,1999
0.00,32,740518,2/18/2011,OH,500/1000,1000,1377.04,0,MALE,College,tech-support,base-jumping,1/17/2015,Multi-vehicle Collision,Rear Collision,NY,Springfield,1529 Elm Ridge,6,39720,6620,6620,26480,Accura,MDX,2002
33.75,58,445289,4/24/2012,IL,250/500,500,1237.88,0,MALE,MD,exec-managerial,exercise,1/13/2015,Single Vehicle Collision,Front Collision,NY,Arlington,2086 Francis Drive,11,63580,5780,5780,52020,Mercedes,ML350,1997
25.33,49,599262,9/25/2001,IN,100/300,1000,1525.86,0,FEMALE,PhD,craft-repair,camping,1/21/2015,Single Vehicle Collision,Side Collision,NC,Northbend,9066 Best Ridge,2,73370,13340,6670,53360,Saab,95,2013
0.08,29,357949,5/24/2006,OH,500/1000,500,854.58,0,FEMALE,JD,craft-repair,paintball,1/1/2015,Single Vehicle Collision,Side Collision,SC,Northbrook,7178 Best Drive,15,86790,7890,23670,55230,Honda,CRV,2003
2.17,39,493161,1/30/1992,IN,250/500,1000,770.76,0,MALE,Masters,tech-support,sleeping,2/18/2015,Single Vehicle Collision,Side Collision,WV,Columbus,9821 Francis Ave,0,49800,9960,4980,34860,Mercedes,ML350,2015
16.83,38,320251,1/24/2009,IL,100/300,2000,1132.74,0,FEMALE,Associate,armed-forces,exercise,2/4/2015,Single Vehicle Collision,Side Collision,WV,Hillsdale,7061 Cherokee Drive,12,77440,7040,14080,56320,Nissan,Ultima,2005
24.08,48,231127,8/29/1995,IL,500/1000,500,1173.37,8000000,FEMALE,PhD,handlers-cleaners,board-games,1/9/2015,Single Vehicle Collision,Front Collision,SC,Springfield,1325 1st Lane,1,42900,8580,0,34320,Accura,TL,1999
5.08,26,766193,7/31/2011,OH,100/300,2000,1188.28,6000000,FEMALE,JD,farming-fishing,skydiving,2/14/2015,Multi-vehicle Collision,Rear Collision,VA,Hillsdale,3769 Sky St,16,53820,11960,5980,35880,Ford,F150,2015
27.83,46,555374,1/5/2013,IL,100/300,1000,876.88,6000000,MALE,MD,sales,reading,1/3/2015,Single Vehicle Collision,Rear Collision,WV,Hillsdale,8489 Pine Hwy,2,57330,12740,6370,38220,Jeep,Grand Cherokee,1998
1.00,24,491484,11/18/1994,IL,500/1000,1000,1143.95,0,FEMALE,PhD,tech-support,paintball,2/4/2015,Multi-vehicle Collision,Rear Collision,NY,Riverwood,6329 Apache Ave,13,53370,5930,5930,41510,Nissan,Ultima,2011
7.17,29,925128,8/30/2014,IL,100/300,2000,1409.06,0,MALE,High School,prof-specialty,yachting,1/30/2015,Single Vehicle Collision,Front Collision,NY,Northbrook,9293 Pine Lane,0,62920,9680,14520,38720,Accura,MDX,2005
6.92,24,265093,1/1/2006,IN,500/1000,1000,1070.63,0,FEMALE,High School,machine-op-inspct,board-games,2/20/2015,Multi-vehicle Collision,Front Collision,NY,Arlington,9224 Sky Drive,0,61600,6160,12320,43120,Honda,CRV,2003
10.50,30,267808,9/10/1998,IL,500/1000,2000,916.13,0,MALE,College,sales,golf,1/7/2015,Multi-vehicle Collision,Rear Collision,NY,Northbend,8862 Maple Ridge,16,74160,6180,12360,55620,Mercedes,E400,2002
17.42,38,116735,1/28/2010,OH,250/500,500,1191.5,0,MALE,High School,priv-house-serv,reading,1/31/2015,Single Vehicle Collision,Rear Collision,WV,Arlington,3492 Flute Lane,8,80100,8900,8900,62300,Audi,A3,2015
23.58,48,963680,1/4/2003,OH,500/1000,1000,1474.66,0,FEMALE,JD,sales,paintball,2/17/2015,Parked Car,?,NY,Hillsdale,6484 Tree Drive,9,6560,820,820,4920,Volkswagen,Jetta,2003
16.17,34,445694,5/24/2004,IL,250/500,1000,1193.45,0,MALE,JD,other-service,hiking,1/24/2015,Single Vehicle Collision,Rear Collision,WV,Northbend,4554 Sky Ave,11,58800,11760,5880,41160,Nissan,Pathfinder,1997
15.33,38,215534,9/12/1994,IL,250/500,1000,1437.53,0,FEMALE,College,transport-moving,chess,2/2/2015,Multi-vehicle Collision,Side Collision,PA,Northbrook,5201 Texas Hwy,6,53730,11940,5970,35820,Dodge,RAM,2013
39.92,60,232854,7/7/1997,IL,100/300,2000,1304.83,0,FEMALE,College,other-service,cross-fit,1/9/2015,Single Vehicle Collision,Rear Collision,NY,Arlington,3982 Weaver Lane,18,60600,5050,10100,45450,Honda,Civic,2001
23.67,48,168260,3/1/1991,OH,250/500,1000,1168.8,0,FEMALE,JD,tech-support,movies,2/28/2015,Single Vehicle Collision,Side Collision,NY,Northbrook,3660 Andromedia Hwy,11,35750,6500,3250,26000,Mercedes,E400,2001
5.42,27,538955,9/29/2001,IN,100/300,1000,1164.97,0,FEMALE,College,adm-clerical,exercise,1/17/2015,Single Vehicle Collision,Front Collision,WV,Arlington,7135 Flute Lane,17,42840,3570,7140,32130,Chevrolet,Silverado,2004
18.50,39,243226,1/10/2012,IL,250/500,1000,1232.72,0,MALE,High School,armed-forces,hiking,2/9/2015,Multi-vehicle Collision,Front Collision,SC,Springfield,4414 Solo Drive,21,87960,14660,14660,58640,Jeep,Wrangler,1999
16.33,41,246435,7/5/2001,IL,250/500,2000,1800.76,0,MALE,JD,protective-serv,camping,1/14/2015,Multi-vehicle Collision,Rear Collision,SC,Hillsdale,2920 5th Ave,0,47800,4780,4780,38240,Jeep,Grand Cherokee,2009
21.08,43,582480,8/7/1991,IL,500/1000,500,1187.01,7000000,FEMALE,Associate,tech-support,exercise,2/2/2015,Vehicle Theft,?,NY,Northbrook,2986 MLK Drive,9,3840,640,640,2560,Chevrolet,Tahoe,2014
23.33,43,345539,7/24/2012,IN,100/300,1000,1559.34,0,MALE,JD,transport-moving,hiking,2/17/2015,Single Vehicle Collision,Front Collision,NY,Riverwood,1580 Maple Lane,1,77000,14000,7000,56000,Accura,RSX,2004
0.42,26,924318,7/27/2014,IL,250/500,2000,1137.02,0,FEMALE,PhD,farming-fishing,skydiving,1/25/2015,Single Vehicle Collision,Rear Collision,WV,Springfield,3706 Texas Hwy,22,88110,16020,16020,56070,Audi,A5,2003
18.33,42,726880,8/8/1994,IN,100/300,1000,1281.72,0,MALE,College,farming-fishing,hiking,2/13/2015,Multi-vehicle Collision,Rear Collision,SC,Northbend,9109 Britain Drive,20,47740,4340,4340,39060,Honda,Civic,2005
7.08,30,190588,12/9/2001,OH,100/300,1000,796.35,0,FEMALE,MD,craft-repair,video-games,2/20/2015,Multi-vehicle Collision,Rear Collision,SC,Northbend,2290 4th Ave,9,58960,5360,10720,42880,Ford,F150,2004
22.17,46,246705,3/14/1990,OH,250/500,500,1270.02,0,FEMALE,Associate,tech-support,skydiving,1/8/2015,Parked Car,?,NC,Northbrook,4232 Britain Ridge,5,2160,480,240,1440,Toyota,Corolla,2004
3.42,26,619589,3/28/2006,IL,100/300,1000,1383.13,0,FEMALE,JD,prof-specialty,exercise,2/28/2015,Vehicle Theft,?,SC,Riverwood,6677 Andromedia Drive,12,6890,530,1060,5300,Jeep,Grand Cherokee,1997
26.33,45,164988,12/23/2013,IL,100/300,2000,1290.74,5000000,FEMALE,High School,prof-specialty,kayaking,2/12/2015,Multi-vehicle Collision,Side Collision,VA,Springfield,5868 Sky Hwy,6,78870,7170,14340,57360,Suburu,Legacy,2013
23.75,47,729534,9/30/1991,IN,100/300,1000,1216.68,0,FEMALE,Masters,sales,basketball,1/6/2015,Vehicle Theft,?,SC,Columbus,3053 Lincoln Drive,8,2700,300,300,2100,Ford,F150,2013
31.58,54,505014,12/27/2001,IL,100/300,500,1251.16,0,FEMALE,Associate,machine-op-inspct,kayaking,2/15/2015,Single Vehicle Collision,Front Collision,WV,Riverwood,7041 Tree Ridge,14,75960,6330,6330,63300,Jeep,Grand Cherokee,2010
1.25,34,920826,4/7/2005,IN,250/500,2000,1586.41,0,FEMALE,High School,sales,video-games,1/20/2015,Single Vehicle Collision,Front Collision,WV,Northbrook,7223 Embaracadero St,10,75570,6870,13740,54960,BMW,X5,2010
29.50,48,534982,4/8/2003,IL,500/1000,2000,1526.11,5000000,FEMALE,Masters,sales,exercise,1/3/2015,Single Vehicle Collision,Front Collision,SC,Columbus,8081 Flute Ridge,12,90240,15040,15040,60160,Chevrolet,Malibu,1995
28.50,53,110408,11/14/2005,IN,100/300,1000,1028.44,0,FEMALE,College,prof-specialty,dancing,1/26/2015,Single Vehicle Collision,Front Collision,SC,Springfield,8618 Texas Lane,12,80960,14720,7360,58880,Accura,MDX,2000
14.08,38,283052,1/7/2005,IL,100/300,1000,1555.94,0,MALE,PhD,craft-repair,skydiving,1/25/2015,Multi-vehicle Collision,Front Collision,VA,Riverwood,3508 Washington St,12,79080,6590,13180,59310,Mercedes,C300,2012
28.25,49,840806,2/14/1994,IN,500/1000,2000,1570.77,0,MALE,JD,adm-clerical,paintball,1/18/2015,Vehicle Theft,?,SC,Columbus,2193 4th Ridge,13,6820,1240,620,4960,Mercedes,ML350,2009
21.58,42,382394,1/23/1996,OH,100/300,2000,1170.53,0,FEMALE,PhD,armed-forces,sleeping,1/12/2015,Multi-vehicle Collision,Rear Collision,WV,Northbend,8897 Sky St,17,62590,5690,11380,45520,Nissan,Pathfinder,2006
5.42,23,876699,12/12/1999,OH,250/500,1000,1099.95,0,FEMALE,College,sales,dancing,1/15/2015,Single Vehicle Collision,Side Collision,NY,Arlington,9611 Pine Ridge,14,52400,6550,6550,39300,Accura,MDX,2005
21.17,46,871432,7/15/2004,IL,250/500,2000,1472.43,0,MALE,MD,tech-support,basketball,1/10/2015,Multi-vehicle Collision,Front Collision,WV,Arlington,7825 1st Ridge,3,63580,5780,11560,46240,Volkswagen,Jetta,2004
36.67,55,379882,11/7/2012,IL,250/500,500,1275.62,0,FEMALE,Associate,priv-house-serv,reading,1/23/2015,Multi-vehicle Collision,Side Collision,NY,Riverwood,3039 Oak Hwy,18,61400,6140,6140,49120,Nissan,Ultima,1995
39.83,63,852002,6/29/2009,IL,250/500,1000,1292.3,0,MALE,High School,adm-clerical,paintball,2/21/2015,Parked Car,?,VA,Northbend,8204 Pine Lane,5,4700,940,470,3290,Dodge,Neon,2007
19.17,44,372891,6/26/2000,IN,250/500,2000,1009.37,0,FEMALE,College,prof-specialty,hiking,2/17/2015,Single Vehicle Collision,Front Collision,SC,Riverwood,9787 Andromedia Ave,19,74140,13480,13480,47180,BMW,X5,2015
11.50,30,689034,1/9/2002,OH,500/1000,500,1093.07,4000000,FEMALE,PhD,other-service,reading,1/6/2015,Single Vehicle Collision,Front Collision,VA,Hillsdale,9633 Rock Hwy,0,83160,6930,13860,62370,Volkswagen,Jetta,2011
19.92,41,743092,11/11/2013,OH,250/500,1000,1325.44,7000000,FEMALE,JD,farming-fishing,paintball,2/18/2015,Parked Car,?,NC,Arlington,6303 1st Drive,22,10790,1660,830,8300,Mercedes,E400,2013
7.75,31,599174,1/14/2008,IL,100/300,2000,1017.18,0,FEMALE,MD,prof-specialty,paintball,2/17/2015,Multi-vehicle Collision,Rear Collision,NC,Arlington,2014 Rock Ave,21,48070,8740,8740,30590,Saab,92x,2014
3.08,25,421092,3/4/2003,OH,100/300,1000,1221.17,0,FEMALE,Masters,protective-serv,golf,1/24/2015,Multi-vehicle Collision,Rear Collision,SC,Northbrook,8983 Tree St,4,51030,5670,11340,34020,Suburu,Impreza,1996
21.17,40,349658,6/7/1994,IN,100/300,500,1927.87,0,MALE,MD,prof-specialty,yachting,1/21/2015,Single Vehicle Collision,Front Collision,VA,Arlington,6260 5th Lane,10,43280,0,5410,37870,Honda,Civic,1996
10.92,29,811042,7/4/2013,IN,250/500,1000,978.27,0,FEMALE,Associate,sales,paintball,2/3/2015,Single Vehicle Collision,Front Collision,SC,Hillsdale,2725 Britain Ridge,5,76400,15280,7640,53480,Suburu,Forrestor,2003
19.17,43,505316,6/30/2002,IN,100/300,2000,1221.14,0,MALE,MD,prof-specialty,board-games,1/7/2015,Single Vehicle Collision,Side Collision,VA,Hillsdale,3089 Oak Ridge,13,75460,13720,13720,48020,Audi,A5,2002
26.08,50,116645,6/30/2004,OH,100/300,2000,1255.62,0,MALE,MD,armed-forces,polo,2/2/2015,Multi-vehicle Collision,Side Collision,OH,Northbrook,6206 3rd Ridge,18,69000,13800,6900,48300,Ford,F150,1995
17.50,38,950880,12/19/1998,IN,250/500,500,999.52,0,MALE,JD,tech-support,golf,1/13/2015,Vehicle Theft,?,VA,Springfield,7240 5th Ridge,6,8640,1440,720,6480,Accura,TL,2008
8.42,29,788502,8/31/2014,OH,250/500,500,1380.89,0,MALE,PhD,armed-forces,dancing,2/28/2015,Multi-vehicle Collision,Rear Collision,SC,Arlington,8100 3rd Ave,0,67210,12220,12220,42770,BMW,X6,1996
12.75,37,627486,11/10/2005,IN,500/1000,500,1010.77,0,MALE,High School,transport-moving,basketball,1/16/2015,Multi-vehicle Collision,Side Collision,NC,Arlington,3282 4th Lane,5,42500,4250,4250,34000,Volkswagen,Jetta,1999
28.08,53,498842,5/4/2000,OH,100/300,500,1205.86,0,MALE,Associate,armed-forces,basketball,2/1/2015,Single Vehicle Collision,Rear Collision,SC,Arlington,3227 Maple Ave,8,86400,14400,7200,64800,Accura,RSX,2001
30.00,51,550294,11/26/2001,IL,500/1000,1000,1526.61,0,MALE,Masters,handlers-cleaners,chess,1/30/2015,Vehicle Theft,?,SC,Hillsdale,4264 Lincoln Ridge,5,4620,840,840,2940,Dodge,RAM,2009
35.67,53,328387,5/6/2014,IL,100/300,1000,1496.44,0,FEMALE,High School,tech-support,camping,2/16/2015,Parked Car,?,NC,Springfield,2215 Best Ave,9,6930,630,1260,5040,Honda,CRV,2013
17.00,40,540152,1/27/1991,IL,100/300,500,1256.2,0,FEMALE,JD,sales,hiking,1/7/2015,Multi-vehicle Collision,Side Collision,SC,Northbend,5363 Weaver Lane,10,41700,8340,8340,25020,Saab,95,2013
30.33,51,385932,4/28/1992,IL,100/300,500,1268.35,0,MALE,Masters,transport-moving,board-games,1/10/2015,Single Vehicle Collision,Rear Collision,NY,Northbrook,2397 Cherokee Ave,16,77330,14060,14060,49210,Volkswagen,Jetta,2014
15.42,35,618682,3/4/2000,IN,500/1000,2000,1421.59,0,MALE,College,other-service,sleeping,1/31/2015,Vehicle Theft,?,WV,Arlington,9794 Embaracadero St,8,4950,900,450,3600,Ford,F150,2011
5.25,26,550930,10/12/1995,IL,500/1000,500,1500.04,6000000,MALE,PhD,craft-repair,polo,2/13/2015,Vehicle Theft,?,NC,Northbrook,1810 Elm Hwy,5,5160,860,860,3440,Accura,TL,2004
17.50,35,998192,4/25/2014,IL,100/300,500,1433.24,0,FEMALE,College,exec-managerial,yachting,2/22/2015,Multi-vehicle Collision,Side Collision,WV,Riverwood,9603 Texas Lane,11,24570,2730,2730,19110,Saab,95,2006
16.17,38,663938,1/26/2011,IN,100/300,2000,1231.25,0,FEMALE,PhD,craft-repair,movies,1/8/2015,Multi-vehicle Collision,Rear Collision,WV,Arlington,5650 Sky Drive,15,53680,4880,9760,39040,Toyota,Camry,2011
24.50,49,756870,1/26/1996,IN,500/1000,500,1135.43,0,MALE,Masters,farming-fishing,bungie-jumping,2/4/2015,Multi-vehicle Collision,Side Collision,WV,Columbus,9633 MLK Lane,23,42900,3900,3900,35100,Chevrolet,Malibu,2010
22.67,41,337158,4/8/1991,OH,250/500,2000,945.73,5000000,MALE,MD,protective-serv,chess,2/4/2015,Single Vehicle Collision,Front Collision,NY,Arlington,4981 Flute Hwy,23,84100,16820,8410,58870,Ford,Escape,2009
2.25,27,919875,6/29/2002,IN,100/300,2000,1118.76,0,FEMALE,College,adm-clerical,dancing,2/26/2015,Single Vehicle Collision,Front Collision,NY,Northbrook,9078 Francis Ridge,23,61560,6840,6840,47880,Ford,Fusion,2008
20.92,39,315631,4/9/1999,IN,500/1000,2000,1231.98,0,FEMALE,Associate,other-service,hiking,1/8/2015,Single Vehicle Collision,Rear Collision,NY,Hillsdale,1381 Francis Ave,10,44240,5530,5530,33180,Dodge,RAM,1997
15.00,33,113464,4/19/2009,IN,500/1000,2000,1005.47,0,FEMALE,JD,protective-serv,hiking,2/15/2015,Multi-vehicle Collision,Rear Collision,VA,Columbus,6435 Texas Ave,12,57700,11540,5770,40390,Jeep,Grand Cherokee,2002
32.67,50,556415,8/22/1991,OH,100/300,2000,1108.97,0,FEMALE,PhD,exec-managerial,exercise,1/14/2015,Single Vehicle Collision,Side Collision,WV,Springfield,1248 MLK Ridge,4,108030,16620,16620,74790,Saab,92x,2002
11.92,30,250249,11/28/1991,IN,100/300,500,1392.39,5000000,FEMALE,High School,exec-managerial,dancing,1/12/2015,Single Vehicle Collision,Rear Collision,SC,Riverwood,3323 1st Lane,16,54300,10860,5430,38010,Toyota,Highlander,2010
30.92,54,403776,4/27/2012,IN,100/300,2000,1317.97,0,MALE,High School,craft-repair,movies,1/18/2015,Multi-vehicle Collision,Front Collision,SC,Columbus,6971 Best Ridge,18,32280,5380,5380,21520,Ford,Fusion,2010
24.33,42,396002,3/4/2007,IN,250/500,1000,1588.22,0,MALE,JD,machine-op-inspct,camping,1/15/2015,Multi-vehicle Collision,Rear Collision,WV,Riverwood,7488 Lincoln Lane,15,84600,16920,8460,59220,Chevrolet,Malibu,2007
13.75,35,976908,12/31/2012,IL,250/500,500,900.02,6000000,MALE,College,craft-repair,camping,2/24/2015,Single Vehicle Collision,Front Collision,SC,Springfield,9007 Francis Hwy,8,69700,6970,6970,55760,BMW,3 Series,2008
13.17,33,509489,12/21/2013,OH,100/300,1000,1744.64,3000000,MALE,JD,prof-specialty,movies,2/7/2015,Multi-vehicle Collision,Rear Collision,WV,Springfield,1491 Francis Ridge,4,36400,3640,7280,25480,Volkswagen,Jetta,1998
20.08,39,485295,4/28/2005,OH,250/500,1000,1260.56,0,FEMALE,JD,adm-clerical,paintball,2/22/2015,Multi-vehicle Collision,Side Collision,SC,Northbrook,3659 Oak Lane,20,37520,4690,4690,28140,Jeep,Wrangler,2010
8.58,33,361829,9/17/1994,OH,500/1000,2000,1021.14,0,FEMALE,Masters,other-service,paintball,1/19/2015,Multi-vehicle Collision,Side Collision,NY,Northbend,4176 Britain Hwy,1,79090,14380,14380,50330,Dodge,RAM,2014
33.50,54,603632,8/16/2003,OH,250/500,2000,1285.09,0,MALE,JD,farming-fishing,board-games,2/28/2015,Single Vehicle Collision,Rear Collision,NY,Springfield,5189 Francis Drive,19,67770,7530,15060,45180,Mercedes,ML350,2013
8.50,32,783494,9/2/2014,OH,100/300,500,1537.07,3000000,MALE,JD,tech-support,chess,2/4/2015,Single Vehicle Collision,Side Collision,OH,Northbend,6515 Oak Lane,11,47400,9480,4740,33180,Chevrolet,Silverado,2004
15.17,40,439049,12/12/2011,IN,100/300,1000,1022.42,0,MALE,PhD,other-service,skydiving,2/17/2015,Single Vehicle Collision,Front Collision,SC,Northbend,7168 Andromedia Ridge,13,71100,7110,14220,49770,Audi,A3,2008
23.50,46,502634,8/17/1991,OH,100/300,2000,1558.86,0,MALE,MD,other-service,dancing,2/17/2015,Single Vehicle Collision,Front Collision,NY,Springfield,7954 Tree Ridge,2,69400,13880,6940,48580,BMW,M5,2012
18.50,39,378588,2/29/2004,OH,500/1000,500,1757.87,0,MALE,High School,transport-moving,board-games,1/17/2015,Multi-vehicle Collision,Rear Collision,SC,Northbrook,1956 Apache St,9,55000,5000,10000,40000,Saab,93,1996
34.58,52,794731,2/22/2015,IN,250/500,1000,973.5,0,MALE,PhD,machine-op-inspct,polo,2/2/2015,Multi-vehicle Collision,Rear Collision,WV,Arlington,9918 Andromedia Drive,15,51090,7860,7860,35370,Toyota,Highlander,2003
4.25,34,641934,12/25/2013,OH,500/1000,500,1430.8,0,MALE,PhD,machine-op-inspct,camping,2/12/2015,Single Vehicle Collision,Side Collision,NY,Springfield,5499 Flute Ridge,23,64200,6420,19260,38520,Honda,Civic,2007
21.25,45,113516,10/13/1990,IL,500/1000,500,1192.27,0,MALE,High School,sales,base-jumping,1/4/2015,Single Vehicle Collision,Front Collision,NC,Riverwood,3311 2nd Drive,16,67320,12240,12240,42840,Ford,Fusion,2006
11.92,31,425631,7/5/2014,IL,250/500,500,1163.83,0,MALE,Associate,protective-serv,movies,2/21/2015,Multi-vehicle Collision,Side Collision,NC,Arlington,7609 Rock St,21,76120,6920,13840,55360,Audi,A5,1999
10.83,28,542245,11/25/1991,OH,500/1000,1000,1003.15,0,FEMALE,JD,farming-fishing,movies,1/23/2015,Multi-vehicle Collision,Front Collision,SC,Hillsdale,4652 Flute Drive,21,85020,13080,13080,58860,Ford,Fusion,2010
20.17,41,512894,10/2/1990,OH,250/500,2000,1153.54,6000000,MALE,Masters,protective-serv,polo,2/12/2015,Multi-vehicle Collision,Rear Collision,NY,Northbrook,6853 Sky Hwy,3,68090,12380,12380,43330,Toyota,Corolla,2009
8.00,27,633090,2/17/2009,IL,100/300,1000,1631.1,0,FEMALE,High School,priv-house-serv,exercise,1/23/2015,Parked Car,?,WV,Arlington,7780 Flute Lane,4,6030,670,670,4690,Nissan,Pathfinder,2007
15.00,35,464234,7/17/2005,IL,500/1000,1000,1252.48,0,MALE,MD,machine-op-inspct,yachting,2/10/2015,Vehicle Theft,?,OH,Springfield,1687 3rd Lane,17,5100,1020,510,3570,Chevrolet,Malibu,2000
12.50,30,290162,3/12/1994,IN,100/300,1000,1677.26,0,MALE,College,sales,yachting,1/10/2015,Vehicle Theft,?,WV,Springfield,6378 Britain Ave,7,4590,510,510,3570,Volkswagen,Jetta,2013
38.58,59,638155,8/3/1994,IL,250/500,1000,979.73,0,FEMALE,JD,exec-managerial,yachting,2/12/2015,Multi-vehicle Collision,Front Collision,SC,Columbus,1306 Andromedia St,14,72400,7240,14480,50680,Chevrolet,Tahoe,1999
39.33,64,911429,8/25/2012,IN,250/500,500,989.24,0,MALE,Masters,other-service,skydiving,2/21/2015,Single Vehicle Collision,Front Collision,NY,Northbrook,3664 Francis Ridge,13,70900,14180,7090,49630,Mercedes,ML350,2002
6.25,25,106186,12/2/2011,IL,500/1000,1000,1389.86,0,FEMALE,Associate,priv-house-serv,hiking,1/18/2015,Multi-vehicle Collision,Side Collision,WV,Springfield,5985 Lincoln Lane,23,65100,6510,6510,52080,Saab,93,2011
16.08,40,311783,2/25/2005,OH,100/300,500,1233.85,0,FEMALE,College,handlers-cleaners,chess,2/28/2015,Multi-vehicle Collision,Side Collision,PA,Hillsdale,3706 4th Hwy,23,64260,0,14280,49980,Ford,Escape,1999
3.58,43,528385,11/7/1997,IL,500/1000,500,1320.39,0,FEMALE,Associate,armed-forces,yachting,1/19/2015,Single Vehicle Collision,Rear Collision,WV,Arlington,6603 Francis Hwy,16,79970,7270,21810,50890,Honda,CRV,1996
21.08,41,228403,4/20/2004,IN,100/300,1000,1435.09,0,FEMALE,College,machine-op-inspct,bungie-jumping,1/11/2015,Single Vehicle Collision,Rear Collision,SC,Northbrook,7069 4th Hwy,17,56610,6290,6290,44030,Chevrolet,Tahoe,1995
12.67,30,209177,11/17/2009,IN,500/1000,500,1448.54,0,FEMALE,JD,craft-repair,polo,2/11/2015,Single Vehicle Collision,Side Collision,VA,Northbrook,5093 Flute Lane,9,84590,7690,7690,69210,Toyota,Highlander,2000
13.33,38,497929,9/19/2009,OH,250/500,500,1733.56,0,MALE,High School,sales,sleeping,1/9/2015,Multi-vehicle Collision,Side Collision,SC,Hillsdale,5894 Flute Drive,13,66780,7420,14840,44520,Mercedes,ML350,1996
4.67,36,735844,11/8/2009,IN,100/300,500,1533.07,0,MALE,JD,farming-fishing,exercise,1/20/2015,Single Vehicle Collision,Rear Collision,NC,Springfield,8459 Apache Ave,13,58500,0,6500,52000,Ford,Escape,2001
23.83,41,710741,9/12/2001,IL,100/300,500,1106.77,0,FEMALE,College,prof-specialty,golf,2/26/2015,Parked Car,?,WV,Columbus,7447 Lincoln Ridge,3,5000,500,500,4000,Dodge,RAM,2003
0.25,29,276804,11/27/1992,IL,100/300,500,995.7,5000000,FEMALE,JD,priv-house-serv,chess,2/2/2015,Parked Car,?,PA,Springfield,1821 Andromedia Ridge,3,5000,500,1000,3500,Mercedes,E400,2008
23.83,41,507545,12/7/1998,IL,250/500,1000,1298.85,6000000,FEMALE,High School,sales,camping,1/4/2015,Multi-vehicle Collision,Front Collision,NY,Columbus,6859 Flute Ridge,16,54450,6050,12100,36300,Saab,92x,2007
19.92,38,485642,8/25/1990,OH,250/500,1000,1276.73,5000000,FEMALE,Masters,handlers-cleaners,bungie-jumping,2/19/2015,Multi-vehicle Collision,Front Collision,WV,Northbrook,4175 Elm Ridge,12,61920,6880,6880,48160,Saab,93,2003
5.33,29,796375,10/22/2011,OH,250/500,2000,1202.28,0,MALE,High School,exec-managerial,cross-fit,1/12/2015,Single Vehicle Collision,Side Collision,VA,Hillsdale,5007 Oak St,4,43700,4370,4370,34960,Nissan,Pathfinder,2007
8.17,31,171183,2/1/1990,IN,100/300,500,671.92,0,MALE,Masters,machine-op-inspct,bungie-jumping,1/24/2015,Single Vehicle Collision,Front Collision,NC,Riverwood,5790 Flute Ridge,3,64080,7120,7120,49840,Ford,Escape,1997
1.33,35,110084,11/27/1990,IL,250/500,1000,1358.03,0,MALE,JD,sales,chess,2/17/2015,Single Vehicle Collision,Rear Collision,SC,Hillsdale,8704 Britain Lane,0,55000,10000,10000,35000,Volkswagen,Jetta,2008
5.83,27,714784,7/16/2004,IN,250/500,1000,1008.79,4000000,FEMALE,Masters,adm-clerical,video-games,1/13/2015,Vehicle Theft,?,WV,Columbus,7816 MLK Lane,19,4400,0,550,3850,Toyota,Camry,2000
6.25,27,143924,12/10/1993,OH,100/300,1000,1141.1,0,MALE,JD,armed-forces,movies,2/28/2015,Multi-vehicle Collision,Side Collision,SC,Hillsdale,3618 Maple Lane,15,71640,5970,11940,53730,Toyota,Highlander,2008
